LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,CertificateNumber,LicenseStatus,TradeName,CorpName,Long,Lat,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,CityStateZip
LBD7,BWL,22,5/1/2017,4/30/2018,2017,219,Renewed,WILSON'S TAVERN,"4537 HARFORD ROAD WILSON'S, LLC",-76.570613,39.341766,Tavern,7 days,"Beer, Wine, & Liquor",4537 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,270,5/1/2016,4/30/2017,2016,787,Renewed,EVERYMAN THEATRE,"EVERYMAN THEATRE, INC.",-76.620452,39.290441,Tavern,7 days,"Beer, Wine, & Liquor",315 FAYETTE STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,239,4/26/2017,4/30/2017,2016,T0698,Transferred,MOUNT ROYAL TAVERN,"MOROTA, INC.",-76.620351,39.306885,Tavern,7 days,"Beer, Wine, & Liquor",1204 MT. ROYAL AVENUE WEST,21217,"Baltimore, MD 21217"
LBD7,BWL,258,4/21/2017,4/30/2017,2016,T0746,Transferred,STEAM PUNK ALLEY,"ERS, INC.",-76.618645,39.301462,Tavern,7 days,"Beer, Wine, & Liquor",870 PARK AVENUE,21201,"Baltimore, MD 21201"
LBD7,BWL,334,5/1/2016,4/30/2017,2016,967,Renewed,M & M LOUNGE,"MYONGNAM, INC.",-76.5825,39.304738,Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,319,5/1/2016,4/30/2017,2016,905,Renewed,OXFORD TAVERN,"GLOF, INC.",-76.646208,39.309918,Tavern,7 days,"Beer, Wine, & Liquor",1741 NORTH AVENUE WEST,21217,"Baltimore, MD 21217"
LBD7,BWL,178,5/1/2016,4/30/2017,2016,513,Renewed,MELBA'S PLACE,N/A,-76.609416,39.326928,Tavern,7 days,"Beer, Wine, & Liquor",3126 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,211,5/1/2016,4/30/2017,2016,621,Renewed,MAISY'S,"MH4, LLC",-76.615376,39.292784,Tavern,7 days,"Beer, Wine, & Liquor",313 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,378,5/1/2016,4/30/2017,2016,1073,Renewed,FELLS POINT LIQUOR & BAR,"RADHARAJ, INC.",-76.592622,39.284583,Tavern,7 days,"Beer, Wine, & Liquor",1709 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,219,5/1/2016,4/30/2017,2016,648,Renewed,SAJHOMA,"SAJHOMA, LLC",-76.592761,39.284577,Tavern,7 days,"Beer, Wine, & Liquor",1708 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,409,5/1/2016,4/30/2017,2016,1169,Renewed,MYTH AND MOONSHINE,"M & M SHINE, LLC",-76.584411,39.283136,Tavern,7 days,"Beer, Wine, & Liquor",2300-02 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,395,5/1/2016,4/30/2017,2016,1140,Renewed,SOCIAL PUB AND PIE,"SCS HOLDINGS, LLC",-76.613392,39.276937,Tavern,7 days,"Beer, Wine, & Liquor",25 CROSS STREET EAST,21230,"Baltimore, MD 21230"
AE,AE,25,7/1/2016,6/30/2017,2016,1303,Renewed,POLE PLAY LOUNGE,N/A,-76.609514,39.289768,Adult,,,417 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,415,5/1/2016,4/30/2017,2016,1187,Renewed,HALF MILE TRACK,"TOM & DAN, LLC",-76.683695,39.281705,Tavern,7 days,"Beer, Wine, & Liquor",4108 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,326,5/1/2016,4/30/2017,2016,933,Renewed,IN LIKE FLYNN TAVERN,"IN LIKE FLYNN TAVERN, LLC",-76.590205,39.269516,Tavern,7 days,"Beer, Wine, & Liquor",1371 ANDRE STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,18,5/1/2017,4/30/2018,2017,214,Renewed,THREE W'S TAVERN,"THREE W'S TAVERN, LLC",-76.581675,39.298863,Tavern,7 days,"Beer, Wine, & Liquor",2518 MONUMENT STREET EAST,21205,"Baltimore, MD 21205"
LBD7,BWL,377,5/1/2016,4/30/2017,2016,1071,Renewed,SIGN OF THE TIMES,"SIGN OF THE TIMES, INC.",-76.578454,39.294208,Tavern,7 days,"Beer, Wine, & Liquor",137-39 BELNORD AVENUE NORTH,21224,"Baltimore, MD 21224"
LBD7,BWL,388,5/1/2016,4/30/2017,2016,1120,Renewed,BENDERS,"BENDERS, LLC",-76.591527,39.287613,Tavern,7 days,"Beer, Wine, & Liquor",301 ANN STREET SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,334,5/1/2016,4/30/2017,2016,967,Renewed,M & M LOUNGE,"MYONGNAM, INC.",-76.5825,39.304738,Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,335,5/1/2016,4/30/2017,2016,969,Renewed,M & M DISCOUNT LIQUORS,"YONG'S PLACE, INC.",-76.675672,39.348912,Tavern,7 days,"Beer, Wine, & Liquor",5142 PARK HEIGHTS AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,201,5/1/2016,4/30/2017,2016,578,Renewed,COACH HOUSE INN,"E.C. FLOSSIE, INC.",-76.531202,39.354285,Tavern,7 days,"Beer, Wine, & Liquor",6605 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,222,5/1/2016,4/30/2017,2016,653,Renewed,MAIN STREET BAR & LIQUORS,"G & S 3724, LLC",-76.565712,39.286642,Tavern,7 days,"Beer, Wine, & Liquor",3724 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,268,5/1/2016,4/30/2017,2016,780,Renewed,MUM'S THE WORD,"BSH, INC.",-76.615479,39.275919,Tavern,7 days,"Beer, Wine, & Liquor",1132 HANOVER STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,5,5/1/2017,4/30/2018,2017,201,Renewed,ROOTS UNLTD.,"JACKSON LOUNGE, INC.",-76.650854,39.289877,Tavern,7 days,"Beer, Wine, & Liquor",2148-52 VINE STREET,21223,"Baltimore, MD 21223"
LBD7,BWL,165,5/1/2016,4/30/2017,2016,475,Renewed,GRAND CENTRAL,"S.D.D., INC.",-76.615912,39.301119,Tavern,7 days,"Beer, Wine, & Liquor",1001-03 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,94,5/1/2017,4/30/2018,2017,297,Renewed,VASACHY,"25TH ROLAND BILLIARDS, INC",-76.616978,39.317662,Tavern,7 days,"Beer, Wine, & Liquor",2445 CHARLES STREET  NORTH,21218,"Baltimore, MD 21218"
LBD7,BWL,223,5/1/2016,4/30/2017,2016,656,Renewed,ANGLE INN,"DORCO, INC.",-76.545322,39.281359,Tavern,7 days,"Beer, Wine, & Liquor",5801-13 O'DONNELL STREET,21224,"Baltimore, MD 21224"
AE,AE,14,7/1/2016,6/30/2017,2016,1289,Renewed,SCORES BALTIMORE,"SCMD, LLC",-76.610414,39.297618,Adult,,,615 FALLSWAY,21202,"Baltimore, MD 21202"
LBD7,BWL,233,5/1/2016,4/30/2017,2016,682,Renewed,KALI'S COURT,"KALI'S COURT, LLC",-76.594912,39.280972,Tavern,7 days,"Beer, Wine, & Liquor",1602-08 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,97,5/1/2017,4/30/2018,2017,300,Renewed,GLASS DOOR LOUNGE,"GLASS DOOR LOUNGE, INC.",-76.599969,39.2924,Tavern,7 days,"Beer, Wine, & Liquor",1263 FAYETTE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,233,5/1/2016,4/30/2017,2016,682,Renewed,KALI'S COURT,"KALI'S COURT, LLC",-76.594912,39.280972,Tavern,7 days,"Beer, Wine, & Liquor",1602-08 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,433,5/1/2016,4/30/2017,2016,1231,Renewed,CHASERS,"CHASERS, LLC",-76.581204,39.285057,Tavern,7 days,"Beer, Wine, & Liquor",2501-03 FLEET STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,332,5/1/2016,4/30/2017,2016,961,Renewed,HOLLINSWOOD INN,"AJKJ, INC.",-76.638718,39.25384,Tavern,7 days,"Beer, Wine, & Liquor",2839 ANNAPOLIS ROAD,21230,"Baltimore, MD 21230"
AE,AE,7,7/1/2016,6/30/2017,2016,1281,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Adult,,,411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,262,5/1/2016,4/30/2017,2016,754,Renewed,BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",-76.574303,39.285213,Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,288,5/1/2016,4/30/2017,2016,822,Renewed,EPIC LOUNGE BAR & CUTRATE,"EPIC LOUNGE BAR CUTRATE, LLC",-76.578374,39.29456,Tavern,7 days,"Beer, Wine, & Liquor",2711 FAYETTE STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,428,5/1/2016,4/30/2017,2016,1216,Renewed,DREAM TAVERN CARIBBEAN USA,"DREAM TAVERN, LLC",-76.584956,39.311036,Tavern,7 days,"Beer, Wine, & Liquor",2300 LAFAYETTE AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,259,5/1/2016,4/30/2017,2016,747,Renewed,GAME,"SECOND CHANCE OPERATING VENTURES, LLC",-76.624913,39.274762,Tavern,7 days,"Beer, Wine, & Liquor",1400 WARNER STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,451,9/7/2016,4/30/2017,2016,T1265,Transferred,SLIM ACE OF CLUB,"4200 PARKSIDE BELAIR,INC.",-76.565806,39.327785,Tavern,7 days,"Beer, Wine, & Liquor",4200 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,67,5/1/2017,4/30/2018,2017,270,Renewed,O'CONNORS,4801 EASTERN AVENUE CORPORATION,-76.555604,39.287071,Tavern,7 days,"Beer, Wine, & Liquor",4801 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,90,5/1/2017,4/30/2018,2017,293,Renewed,BRISTOL LIQUORS,BDU NEPAL LLC,-76.593363,39.285447,Tavern,7 days,"Beer, Wine, & Liquor",501 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,348,5/1/2016,4/30/2017,2016,990,Renewed,TODD CONNER'S,"HAPPY DOG, INC.",-76.593496,39.283398,Tavern,7 days,"Beer, Wine, & Liquor",700 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,348,5/1/2016,4/30/2017,2016,990,Renewed,TODD CONNER'S,"HAPPY DOG, INC.",-76.593496,39.283398,Tavern,7 days,"Beer, Wine, & Liquor",700 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,324,5/1/2016,4/30/2017,2016,926,Renewed,PAPARAZZI NIGHT CLUB,"EAGLE ENTERTAINMENT, LLC",-76.609524,39.292435,Tavern,7 days,"Beer, Wine, & Liquor",407 SARATOGA STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,291,5/1/2016,4/30/2017,2016,828,Renewed,PICKLES PUB,"PICKLES VENTURES, INC.",-76.622688,39.285446,Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,169,5/1/2016,4/30/2017,2016,488,Renewed,CATON CASTLE,"O AND S ENTERPRISES, LIMITED",-76.673025,39.285145,Tavern,7 days,"Beer, Wine, & Liquor",20 CATON AVENUE SOUTH,21229,"Baltimore, MD 21229"
LBD7,BWL,253,5/1/2016,4/30/2017,2016,732,Renewed,BAR BB ORTIZ,"BAR BB ORTIZ, LLC",-76.536,39.27235,Tavern,7 days,"Beer, Wine, & Liquor",6422 HOLABIRD AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,48,5/1/2017,4/30/2018,2017,247,Renewed,CAT'S EYE PUB,CAT'S EYE LTD.,-76.591526,39.281875,Tavern,7 days,"Beer, Wine, & Liquor",1730 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,232,5/1/2016,4/30/2017,2016,680,Renewed,COCKEYED COW SALOON,"900 CAREY, INC.",-76.637138,39.281957,Tavern,7 days,"Beer, Wine, & Liquor",900 CAREY STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,343,5/1/2016,4/30/2017,2016,983,Renewed,CHEZ JOEY,"CHEZ JOEY, LLC",-76.609565,39.289766,Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,6,5/1/2017,4/30/2018,2017,202,Renewed,CHASERS,"CHASERS, LLC",-76.581204,39.285057,Tavern,7 days,"Beer, Wine, & Liquor",2501-03 FLEET STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,278,5/1/2016,4/30/2017,2016,802,Renewed,RED ROOSTER,"RED ROOSTER, INC.",-76.539383,39.316041,Tavern,7 days,"Beer, Wine, & Liquor",6412-16 FRANKFORD AVENUE,21206,"Baltimore, MD 21206"
LBD7,BWL,352,5/1/2016,4/30/2017,2016,997,Renewed,CLUB THUNDERBIRD,"NEW CLUB THUNDERBIRD, INC",-76.586821,39.303518,Tavern,7 days,"Beer, Wine, & Liquor",2201 CHASE STREET EAST,21213,"Baltimore, MD 21213"
AE,AE,1,7/1/2016,6/30/2017,2016,1273,Renewed,CIRCUS BAR,"SILVERLUD, INC.",-76.609161,39.289784,Adult,,,427 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,73,5/1/2017,4/30/2018,2017,276,Renewed,PICKLES PUB,"PICKLES VENTURES, INC.",-76.622688,39.285446,Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,78,5/1/2017,4/30/2018,2017,281,Renewed,AVENUE LIQUOR & BAR,N/A,-76.608167,39.304749,Tavern,7 days,"Beer, Wine, & Liquor",1238 GREENMOUNT AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,84,5/1/2017,4/30/2018,2017,287,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,165,5/1/2016,4/30/2017,2016,475,Renewed,GRAND CENTRAL,"S.D.D., INC.",-76.615912,39.301119,Tavern,7 days,"Beer, Wine, & Liquor",1001-03 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,359,5/1/2016,4/30/2017,2016,1007,Renewed,DAS BIER HAUS,"DAS BIER HAUS, LLC",-76.611608,39.271806,Tavern,7 days,"Beer, Wine, & Liquor",1542 LIGHT STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,312,5/1/2016,4/30/2017,2016,877,Renewed,IBIS TAVERN,"IBIS TAVERN, LLC",-76.556907,39.357536,Tavern,7 days,"Beer, Wine, & Liquor",6016 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,196,5/1/2016,4/30/2017,2016,568,Renewed,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",-76.548498,39.301657,Tavern,7 days,"Beer, Wine, & Liquor",5801 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,204,5/1/2016,4/30/2017,2016,595,Renewed,PARK BENCH,1747 BELT CORPORATION,-76.605655,39.269885,Tavern,7 days,"Beer, Wine, & Liquor",1747-49 BELT STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,89,5/1/2017,4/30/2018,2017,292,Renewed,KOCO'S PUB,"KOCO'S PUB, INC.",-76.573441,39.338701,Tavern,7 days,"Beer, Wine, & Liquor",4301 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,307,5/1/2016,4/30/2017,2016,868,Renewed,ROWAN TREE,"Z AND J, LLC",-76.613962,39.270606,Tavern,7 days,"Beer, Wine, & Liquor",1633 CHARLES STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,191,5/1/2016,4/30/2017,2016,547,Renewed,QUARTERHOUSE TAVERN,"HVS HOSPITALITY, LLC",-76.573461,39.283178,Tavern,7 days,"Beer, Wine, & Liquor",801-03 DECKER AVENUE SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,412,5/1/2016,4/30/2017,2016,1174,Renewed,LEE'S PINT & SHELL,"2844 HUDSON, LLC",-76.575681,39.282205,Tavern,7 days,"Beer, Wine, & Liquor",2844 HUDSON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,63,5/1/2017,4/30/2018,2017,262,Renewed,K&D SPORTS BAR AND LOUNGE,"CONKLING HOLDINGS, INC.",-76.567384,39.290166,Tavern,7 days,"Beer, Wine, & Liquor",200 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,385,5/1/2016,4/30/2017,2016,1108,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,70,5/1/2017,4/30/2018,2017,273,Renewed,SILKS,"ATLANTIC CAFE, LLC",-76.578581,39.282088,Tavern,7 days,"Beer, Wine, & Liquor",2639-41 HUDSON STREET,21224,"Baltimore, MD 21224"
AE,AE,26,7/1/2016,6/30/2017,2016,1305,Renewed,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Adult,,,408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,196,5/1/2016,4/30/2017,2016,568,Renewed,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",-76.548498,39.301657,Tavern,7 days,"Beer, Wine, & Liquor",5801 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
AE,AE,3,7/1/2016,6/30/2017,2016,1275,Renewed,NORMA JEAN'S,"PP & G, INC.",-76.609797,39.289752,Adult,,,10 CUSTOM HOUSE AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,243,5/1/2016,4/30/2017,2016,707,Renewed,HAWLEY'S PUB,"HAWLEY ENTERPRISES, LLC",-76.654293,39.26496,Tavern,7 days,"Beer, Wine, & Liquor",2616-18 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,10,5/1/2017,4/30/2018,2017,206,Renewed,IDLE HOUR,"BRENDAL, INC.",-76.609896,39.272788,Tavern,7 days,"Beer, Wine, & Liquor",201 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,384,5/1/2016,4/30/2017,2016,1106,Renewed,THE HORSE YOU CAME IN ON BAR,"ALOGOS, INC.",-76.594001,39.281468,Tavern,7 days,"Beer, Wine, & Liquor",1626-28 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,435,5/1/2016,4/30/2017,2016,1239,Renewed,LITTLE HAVANA,HAVANA MANAGEMENT INC,-76.60345,39.274166,Tavern,7 days,"Beer, Wine, & Liquor",1325 KEY HIGHWAY,21230,"Baltimore, MD 21230"
LBD7,BWL,434,5/1/2016,4/30/2017,2016,1233,Renewed,PIGTOWN TAVERN,"737 CARROLL, LLC",-76.627116,39.282172,Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,370,5/1/2016,4/30/2017,2016,1035,Renewed,IDLE HOUR,"BRENDAL, INC.",-76.609896,39.272788,Tavern,7 days,"Beer, Wine, & Liquor",201 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,443,5/1/2016,4/30/2017,2016,1256,Renewed,FOUR G'S  LIQUOR & LOUNGE,"NEW FOUR G'S ENTERPRISES, INC.",-76.695949,39.331451,Tavern,7 days,"Beer, Wine, & Liquor",4701-03 LIBERTY HEIGHTS AVENUE,21207,"Baltimore, MD 21207"
LBD7,BWL,265,10/31/2016,4/30/2017,2016,T0764,Transferred,HAMILTON TAVERN,"HAMILTON PUB,LLC",-76.561071,39.352752,Tavern,7 days,"Beer, Wine, & Liquor",5517 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,366,5/1/2016,4/30/2017,2016,1021,Renewed,CAT'S EYE PUB,CAT'S EYE LTD.,-76.591526,39.281875,Tavern,7 days,"Beer, Wine, & Liquor",1730 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,402,5/1/2016,4/30/2017,2016,1151,Renewed,CAPTAIN LARRY'S,"CANDLEFACE, LLC",-76.604874,39.272889,Tavern,7 days,"Beer, Wine, & Liquor",601-05 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,57,5/1/2017,4/30/2018,2017,256,Renewed,MIDWAY BAR,THE SPARKLE CORPORATION,-76.609354,39.289776,Tavern,7 days,"Beer, Wine, & Liquor",421 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,40,5/1/2017,4/30/2018,2017,238,Renewed,WILEY GUNTERS,"3G, LLC",-76.602141,39.271927,Tavern,7 days,"Beer, Wine, & Liquor",821-23 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,217,5/1/2016,4/30/2017,2016,640,Renewed,FREDERICK STATION SALOON,"K & S ENTERPRISE, INC.",-76.682632,39.281734,Tavern,7 days,"Beer, Wine, & Liquor",4019 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,272,5/1/2016,4/30/2017,2016,789,Renewed,LEE'S PLACE,"JACOBS AND JONES ENTERPRISES, LLC",-76.662155,39.292757,Tavern,7 days,"Beer, Wine, & Liquor",322 FRANKLINTOWN ROAD NORTH,21223,"Baltimore, MD 21223"
LBD7,BWL,378,5/1/2016,4/30/2017,2016,1073,Renewed,FELLS POINT LIQUOR & BAR,"RADHARAJ, INC.",-76.592622,39.284583,Tavern,7 days,"Beer, Wine, & Liquor",1709 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,308,5/1/2016,4/30/2017,2016,869,Renewed,POL'S TAVERN,"2619-21 FOSTER AVENUE, LLC",-76.579358,39.284106,Tavern,7 days,"Beer, Wine, & Liquor",2619-21 FOSTER AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,56,5/1/2017,4/30/2018,2017,255,Renewed,PIGTOWN TAVERN,"737 CARROLL, LLC",-76.627116,39.282172,Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,358,5/1/2016,4/30/2017,2016,1005,Renewed,WONDERLAND LIQUORS,"WONDERLAND CHEERS, INC.",-76.638242,39.306483,Tavern,7 days,"Beer, Wine, & Liquor",2043-45 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,328,5/1/2016,4/30/2017,2016,946,Renewed,EL RANCHO BLANCO,N/A,-76.564582,39.291411,Tavern,7 days,"Beer, Wine, & Liquor",100 FAGLEY STREET SOUTH,21224,"Baltimore, MD 21224"
AE,AE,8,7/1/2016,6/30/2017,2016,1283,Renewed,2 O'CLOCK CLUB,"NEW 2 O'CLOCK CLUB, INC.",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,194,5/1/2016,4/30/2017,2016,565,Renewed,NORMA JEAN'S,"PP & G, INC.",-76.609797,39.289752,Tavern,7 days,"Beer, Wine, & Liquor",10 CUSTOM HOUSE AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,30,5/1/2017,4/30/2018,2017,228,Renewed,BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",-76.574303,39.285213,Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,73,5/1/2017,4/30/2018,2017,276,Renewed,PICKLES PUB,"PICKLES VENTURES, INC.",-76.622688,39.285446,Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,384,5/1/2016,4/30/2017,2016,1106,Renewed,THE HORSE YOU CAME IN ON BAR,"ALOGOS, INC.",-76.594001,39.281468,Tavern,7 days,"Beer, Wine, & Liquor",1626-28 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,175,1/20/2017,4/30/2017,2016,T0508,Transferred,BALTIMORE EAGLE,"4 CRAZY GUYS,LLC",-76.616667,39.313071,Tavern,7 days,"Beer, Wine, & Liquor",2022 CHARLES STREET NORTH,21218,"Baltimore, MD 21218"
LBD7,BWL,435,5/1/2016,4/30/2017,2016,1239,Renewed,LITTLE HAVANA,HAVANA MANAGEMENT INC,-76.60345,39.274166,Tavern,7 days,"Beer, Wine, & Liquor",1325 KEY HIGHWAY,21230,"Baltimore, MD 21230"
AE,AE,26,7/1/2016,6/30/2017,2016,1305,Renewed,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Adult,,,408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,400,5/1/2016,4/30/2017,2016,1147,Renewed,HARRY ATTMAN'S DELI,HARRY ATTMAN'S DELI LLC.,-76.601888,39.289391,Tavern,7 days,"Beer, Wine, & Liquor",1015-21 LOMBARD STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,366,5/1/2016,4/30/2017,2016,1021,Renewed,CAT'S EYE PUB,CAT'S EYE LTD.,-76.591526,39.281875,Tavern,7 days,"Beer, Wine, & Liquor",1730 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,278,5/1/2016,4/30/2017,2016,802,Renewed,RED ROOSTER,"RED ROOSTER, INC.",-76.539383,39.316041,Tavern,7 days,"Beer, Wine, & Liquor",6412-16 FRANKFORD AVENUE,21206,"Baltimore, MD 21206"
LBD7,BWL,226,5/1/2016,4/30/2017,2016,665,Renewed,VERNELL'S ICE PARADISE,"VERNELL'S ICE PARADISE, INC.",-76.647704,39.301918,Tavern,7 days,"Beer, Wine, & Liquor",1135 MONROE STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,407,5/1/2016,4/30/2017,2016,1167,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
AE,AE,14,7/1/2016,6/30/2017,2016,1289,Renewed,SCORES BALTIMORE,"SCMD, LLC",-76.610414,39.297618,Adult,,,615 FALLSWAY,21202,"Baltimore, MD 21202"
LBD7,BWL,12,5/1/2017,4/30/2018,2017,208,Renewed,MY WAY,"L & S PUB, INC.",-76.586591,39.222969,Tavern,7 days,"Beer, Wine, & Liquor",4800 CURTIS AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,422,5/1/2016,4/30/2017,2016,1200,Renewed,STADIUM LOUNGE,"DOMINGO KIM ENTERPRISES, INC.",-76.609432,39.329552,Tavern,7 days,"Beer, Wine, & Liquor",3351-53 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,392,5/1/2016,4/30/2017,2016,1129,Renewed,GITAN BISTRO CRU,"KENWOOD TAVERN, INC.",-76.577013,39.283064,Tavern,7 days,"Beer, Wine, & Liquor",800 KENWOOD AVENUE SOUTH,21224,"Baltimore, MD 21224"
